"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Blair, Kyle Adam","TDAC 109 - Singing for Actors (A)","WI22","13","4","100.0%","100.0%","3.00","A (4.00)","N/A"
"Chang, Jennifer M.","TDAC 112 - Senior Seminar in Acting (A)","WI22","28","7","100.0%","100.0%","3.93","A- (3.83)","A- (3.74)"
"Guirguis, Mark C","TDDE 1 - Intro/Design for the Theatre (A)","WI22","80","33","87.5%","93.8%","3.06","A- (3.83)","B+ (3.54)"
"Guirguis, Mark C","TDDE 101 - Theatre Process-Scenic Design (A)","WI22","20","5","100.0%","100.0%","4.90","A- (3.80)","A- (3.75)"
"Kuhl, Christopher August","TDDE 121 - Theatre Process - Lighting (A)","WI22","12","4","100.0%","100.0%","6.50","A- (3.75)","N/A"
"McElver, Robert Harrison","TDDE 141 - Theatre Process-Sound Design (A)","WI22","16","13","100.0%","100.0%","5.73","B+ (3.69)","N/A"
"Snaith, Yolande","TDDM 100 - Dance Making 1 (A)","WI22","17","5","100.0%","100.0%","1.50","A (4.00)","N/A"
"Powell, Lora","TDDR 102 - Advanced Stage Management (A)","WI22","14","9","100.0%","100.0%","4.50","B+ (3.67)","N/A"
"Salovey, Todd","TDGE 1 - Introduction to Theatre (A)","WI22","118","48","100.0%","100.0%","3.24","A- (3.88)","A- (3.80)"
"Fulton, Julia","TDGE 124 - Cult Films: Weirdly Dramatic (A)","WI22","204","85","100.0%","98.8%","2.52","A- (3.94)","A- (3.78)"
"Burelle, Julie Sara Veronique","TDGE 131 - Playing Indian:Native Am Cinem (A)","WI22","76","21","95.2%","100.0%","2.60","A- (3.85)","B+ (3.50)"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (C)","WI22","19","11","100.0%","90.0%","4.90","A- (3.90)","N/A"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (D)","WI22","20","13","92.3%","100.0%","2.96","A- (3.83)","A- (3.87)"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (E)","WI22","20","10","100.0%","100.0%","2.72","A (4.00)","A- (3.89)"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (F)","WI22","16","5","100.0%","100.0%","3.00","A (4.00)","N/A"
"Harting, Carla Kelso","TDGE 25 - Public Speaking (G)","WI22","18","11","100.0%","90.9%","3.41","A- (3.78)","N/A"
"Chaleff, Rebecca","TDHD 20 - Looking at Dance (A)","WI22","18","16","93.8%","100.0%","4.13","A- (3.88)","N/A"
"Burelle, Julie Sara Veronique","TDHT 10 - Introduction to Play Analysis (B)","WI22","14","6","100.0%","100.0%","2.50","A- (3.80)","N/A"
"Reimer, Jonathan Charles","TDHT 103 - Asian American Theatre (A)","WI22","24","5","100.0%","100.0%","2.90","B+ (3.60)","A- (3.83)"
"Reimer, Jonathan Charles","TDHT 107 - American Theatre (A)","WI22","31","14","92.9%","92.9%","5.21","A- (3.93)","A- (3.90)"
"Castro, Robert Jess","TDHT 108 - Luis Valdez (A)","WI22","13","4","100.0%","100.0%","2.00","A (4.00)","N/A"
"Reimer, Jonathan Charles","TDHT 22 - Theatre 1500-1900 (A)","WI22","67","23","87.0%","87.0%","3.80","B+ (3.70)","B+ (3.69)"
"Caligagan, Maria T.","TDMV 1 - Beginning Ballet (A)","WI22","38","15","100.0%","100.0%","1.79","A- (3.80)","A- (3.82)"
"Weinberg, Sadie","TDMV 110 - Intermediate Ballet (A)","WI22","25","9","88.9%","100.0%","2.50","A- (3.89)","A- (3.94)"
"Smith, Alison D","TDMV 120 - Intermediate Contemp Dance (A)","WI22","23","12","100.0%","100.0%","1.33","A- (3.92)","A- (3.83)"
"Smith, Alison D","TDMV 122 - Advanced Contemporary Dance (A)","WI22","16","7","100.0%","100.0%","1.64","A (4.00)","N/A"
"Rincon, Alicia","TDMV 130 - Intermediate Jazz (A)","WI22","12","6","100.0%","100.0%","2.17","A (4.00)","N/A"
"Caligagan, Tony","TDMV 142 - Latin Dance of the World (A)","WI22","34","12","91.7%","75.0%","3.33","A- (3.90)","A- (3.94)"
"Foster-King, Sandra","TDMV 143 - West African Dance (A)","WI22","35","10","77.8%","87.5%","3.39","A (4.00)","A- (3.98)"
"Caligagan, Tony","TDMV 146 - Intermediate Latin Dance (A)","WI22","20","3","100.0%","100.0%","3.83","A (4.00)","A- (3.98)"
"Jun, Grace Shin Hae","TDMV 148 - Intermediate Hip Hop (A)","WI22","37","12","100.0%","100.0%","1.83","A (4.00)","A- (3.98)"
